number,detailed_number,name,form_name,form_category,category,type_1,type_2,hgt_ft,hgt_m,wgt_lbs,wgt_kg,bmi,gen,hp,attack,defense,sp_atk,sp_def,speed,total,evolves_to,evo_family,stage
956,956,Espathra,,,,Psychic,,6.25,1.9,198.4,90,24.9,9,95,60,60,101,60,105,481,,,
957,957,Tinkatink,,,,Fairy,Steel,1.333,0.4,19.6,8.9,55.6,9,50,45,45,35,64,58,297,958,,
958,958,Tinkatuff,,,,Fairy,Steel,2.333,0.7,130.3,59.1,120.6,9,65,55,55,45,82,78,380,959,,
959,959,Tinkaton,,,,Fairy,Steel,2.333,0.7,248.7,112.8,230.2,9,85,75,77,70,105,94,506,,,
960,960,Wiglett,,,,Water,,3.917,1.2,4,1.8,1.3,9,10,55,25,35,25,95,245,961,,
961,961,Wugtrio,,,,Water,,3.917,1.2,11.9,5.4,3.8,9,35,100,50,50,70,120,425,,,
962,962,Bombirdier,,,,Flying,Dark,4.917,1.5,94.6,42.9,19.1,9,70,103,85,60,85,82,485,,,
963,963,Finizen,,,,Water,,4.25,1.3,132.7,60.2,35.6,9,70,45,40,45,40,75,315,964,963,
964,964,Palafin,,,,Water,,4.25,1.3,132.7,60.2,35.6,9,100,70,72,53,62,100,457,,963,
964,964.1,Palafin,Hero Form,Alternate,,Water,,5.917,1.8,214.7,97.4,30.1,9,100,160,97,106,87,100,650,,963,
965,965,Varoom,,,,Steel,Poison,3.25,1,77.2,35,35,9,45,70,63,30,45,47,300,966,965,
966,966,Revavroom,,,,Steel,Poison,5.917,1.8,264.6,120,37,9,80,119,90,54,67,90,500,,,
967,967,Cyclizar,,,,Dragon,Normal,5.25,1.6,138.9,63,24.6,9,70,95,65,85,65,121,501,,,
968,968,Orthworm,,,,Steel,,8.167,2.5,683.4,310,49.6,9,70,85,145,60,55,65,480,,,
969,969,Glimmet,,,,Rock,Poison,2.333,0.7,17.6,8,16.3,9,48,35,42,105,60,60,350,970,969,
970,970,Glimmora,,,,Rock,Poison,4.917,1.5,99.2,45,20,9,83,55,90,130,81,86,525,,,
971,971,Greavard,,,,Ghost,,2,0.6,77.2,35,97.2,9,50,61,60,30,55,34,290,972,971,
972,972,Houndstone,,,,Ghost,,6.583,2,33.1,15,3.8,9,72,101,100,50,97,68,488,,,
973,973,Flamigo,,,,Flying,Fighting,5.25,1.6,81.6,37,14.5,9,82,115,74,75,64,90,500,,,
974,974,Cetoddle,,,,Ice,,3.917,1.2,99.2,45,31.3,9,108,68,45,30,40,43,334,975,974,
975,975,Cetitan,,,,Ice,,14.75,4.5,1543.2,700,34.6,9,170,113,65,45,55,73,521,,,
976,976,Veluza,,,,Water,Psychic,8.167,2.5,198.4,90,14.4,9,90,102,73,78,65,70,478,,,
977,977,Dondozo,,,,Water,,39.333,12,485,220,1.5,9,150,100,115,65,65,35,530,,,
978,978,Tatsugiri,Curly Form,Alternate,,Dragon,Water,1,0.3,17.6,8,88.9,9,68,50,60,120,95,82,475,,,
978,978.1,Tatsugiri,Droopy Form,Alternate,,Dragon,Water,1,0.3,17.6,8,88.9,9,68,50,60,120,95,82,475,,,
978,978.2,Tatsugiri,Stretchy Form,Alternate,,Dragon,Water,1,0.3,17.6,8,88.9,9,68,50,60,120,95,82,475,,,
979,979,Annihilape,,,,Fighting,Ghost,3.917,1.2,123.5,56,38.9,9,110,115,80,50,90,90,535,,56,3
980,980,Clodsire,,,,Poison,Ground,5.917,1.8,491.6,223,68.8,9,130,75,60,45,100,20,430,,194.1,2
981,981,Farigiraf,,,,Normal,Psychic,10.5,3.2,352.7,160,15.6,9,120,90,70,110,70,60,520,,203,2
982,982,Dudunsparce,Two-Segment Form,Alternate,,Normal,,11.833,3.6,86.4,39.2,3,9,125,100,80,85,75,55,520,,206,2
982,982.1,Dudunsparce,Three-Segment Form,Alternate,,Normal,,14.75,4.5,104.5,47.4,2.3,9,125,100,80,85,75,55,520,,206,2
983,983,Kingambit,,,,Dark,Steel,6.583,2,264.6,120,30,9,100,135,120,60,85,50,550,,624,3
984,984,Donphan,Great Tusk,Paradox,Paradox,Ground,Fighting,7.25,2.2,705.5,320,66.1,9,115,131,131,53,53,87,570,,,
985,985,Jigglypuff,Scream Tail,Paradox,Paradox,Fairy,Psychic,3.917,1.2,17.6,8,5.6,9,115,65,99,65,115,111,570,,,
986,986,Amoonguss,Brute Bonnet,Paradox,Paradox,Grass,Dark,3.917,1.2,46.3,21,14.6,9,111,127,99,79,99,55,570,,,
987,987,Misdreavus,Flutter Mane,Paradox,Paradox,Ghost,Fairy,4.583,1.4,8.8,4,2,9,55,55,55,135,135,135,570,,,
988,988,Volcarona,Slither Wing,Paradox,Paradox,Bug,Fighting,10.5,3.2,202.8,92,9,9,85,135,79,85,105,81,570,,,
989,989,Magneton,Sandy Shocks,Paradox,Paradox,Electric,Ground,7.583,2.3,132.3,60,11.3,9,85,81,97,121,85,101,570,,,
990,990,Donphan,Iron Treads,Paradox,Paradox,Ground,Steel,2.917,0.9,529.1,240,296.3,9,90,112,120,72,70,106,570,,,
991,991,Delibird,Iron Bundle,Paradox,Paradox,Ice,Water,2,0.6,24.3,11,30.6,9,56,80,114,124,60,136,570,,,
992,992,Hariyama,Iron Hands,Paradox,Paradox,Fighting,Electric,5.917,1.8,839.3,380.7,117.5,9,154,140,108,50,68,50,570,,,
993,993,Hydreigon,Iron Jugulis,Paradox,Paradox,Dark,Flying,4.25,1.3,244.7,111,65.7,9,94,80,86,122,80,108,570,,,
994,994,Volcarona,Iron Moth,Paradox,Paradox,Fire,Poison,3.917,1.2,79.4,36,25,9,80,70,60,140,110,110,570,,,
995,995,Tyranitar,Iron Thorns,Paradox,Paradox,Rock,Electric,5.25,1.6,668,303,118.4,9,100,134,110,70,84,72,570,,,
996,996,Frigibax,,,Pseudolegendary,Dragon,Ice,1.667,0.5,37.5,17,68,9,65,75,45,35,45,55,320,997,996,
997,997,Arctibax,,,Pseudolegendary,Dragon,Ice,2.583,0.8,66.1,30,46.9,9,90,95,66,45,65,62,423,998,996,
998,998,Baxcalibur,,,Pseudolegendary,Dragon,Ice,6.917,2.1,463,210,47.6,9,115,145,92,75,86,87,600,,996,
999,999,Gimmighoul,Chest Form,Alternate,,Ghost,,1,0.3,11,5,55.6,9,45,30,70,75,70,10,300,1000,999,
999,999.1,Gimmighoul,Roaming Form,Alternate,,Ghost,,0.333,0.1,0.2,0.1,10,9,45,30,25,75,45,80,300,1000,999,
1000,1000,Gholdengo,,,,Steel,Ghost,3.917,1.2,66.1,30,20.8,9,87,60,95,133,91,84,550,,999,
1001,1001,Wo-Chien,,,Sublegendary,Dark,Grass,4.917,1.5,163.6,74.2,33,9,85,85,100,95,135,70,570,,,
1002,1002,Chien-Pao,,,Sublegendary,Dark,Ice,6.25,1.9,335.5,152.2,42.2,9,80,120,80,90,65,135,570,,,
1003,1003,Ting-Lu,,,Sublegendary,Dark,Ground,8.833,2.7,1542.6,699.7,96,9,155,110,125,55,80,45,570,,,
1004,1004,Chi-Yu,,,Sublegendary,Dark,Fire,1.333,0.4,10.8,4.9,30.6,9,55,80,80,135,120,100,570,,,
1005,1005,Salamence,Roaring Moon,Paradox,Paradox,Dragon,Dark,6.583,2,837.8,380,95,9,105,139,71,55,101,119,590,,,
1006,1006,Gallade,Iron Valiant,Paradox,Paradox,Fairy,Fighting,4.583,1.4,77.2,35,17.9,9,74,130,90,120,60,116,590,,,
1007,1007,Koraidon,,,Legendary,Fighting,Dragon,8.167,2.5,668,303,48.5,9,100,135,115,85,100,135,670,,,
1008,1008,Miraidon,,,Legendary,Electric,Dragon,11.5,3.5,529.1,240,19.6,9,100,85,100,135,115,135,670,,,
1009,1009,Suicune,Walking Wake,Paradox,Paradox,Water,Dragon,11.5,3.5,617.3,280,22.9,9,99,83,91,125,83,109,590,,,
1010,1010,Virizion,Iron Leaves,Paradox,Paradox,Grass,Psychic,4.917,1.5,275.6,125,55.6,9,90,130,88,70,108,104,590,,,
1011,1011,Dipplin,,,,Grass,Dragon,1.333,0.4,9.7,4.4,27.5,9,80,80,110,95,80,40,485,1019,840,
1012,1012,Poltchageist,,,,Grass,Ghost,0.333,0.1,2.4,1.1,110,9,40,45,45,74,54,50,308,1013,,
1013,1013,Sinistcha,,,,Grass,Ghost,0.667,0.2,4.9,2.2,55,9,71,60,106,121,80,70,508,,,
1014,1014,Okidogi,,,Sublegendary,Poison,Fighting,5.917,1.8,202.8,92,28.4,9,88,128,115,58,86,80,555,,,
1015,1015,Munkidori,,,Sublegendary,Poison,Psychic,3.25,1,26.9,12.2,12.2,9,88,75,66,130,90,106,555,,,
1016,1016,Fezandipiti,,,Sublegendary,Poison,Fairy,4.583,1.4,66.4,30.1,15.4,9,88,91,82,70,125,99,555,,,
1017,1017,Ogerpon,,,Sublegendary,Grass,,3.917,1.2,87.7,39.8,27.6,9,80,120,84,60,96,110,550,,,
1017,1017.1,Ogerpon,Wellspring Mask,Alternate,Sublegendary,Grass,Water,3.917,1.2,87.7,39.8,27.6,9,80,120,84,60,96,110,550,,,
1017,1017.2,Ogerpon,Hearthflame Mask,Alternate,Sublegendary,Grass,Fire,3.917,1.2,87.7,39.8,27.6,9,80,120,84,60,96,110,550,,,
1017,1017.3,Ogerpon,Cornerstone Mask,Alternate,Sublegendary,Grass,Rock,3.917,1.2,87.7,39.8,27.6,9,80,120,84,60,96,110,550,,,
1018,1018,Archaludon,,,,Steel,Dragon,6.583,2,132.3,60,15,9,90,105,130,125,65,85,600,,884,
1019,1019,Hydrapple,,,,Grass,Dragon,5.917,1.8,205,93,28.7,9,106,80,110,120,80,44,540,,840,
1020,1020,Entei,Gouging Fire,Paradox,Paradox,Fire,Dragon,11.5,3.5,1300.7,590,48.2,9,105,115,121,65,93,91,590,,,
1021,1021,Raikou,Raging Bolt,Paradox,Paradox,Electric,Dragon,17.83,5.2,1058.2,480,17.8,9,125,73,91,137,89,75,590,,,
1022,1022,Terrakion,Iron Boulder,Paradox,Paradox,Rock,Psychic,4.917,1.5,358.3,162.5,72.2,9,90,120,80,68,108,124,590,,,
1023,1023,Cobalion,Iron Crown,Paradox,Paradox,Steel,Psychic,5.25,1.6,343.9,156,60.9,9,90,72,100,122,108,98,590,,,
1024,1024,Terapagos,,,Legendary,Normal,,0.667,0.2,14.3,6.5,162.5,9,90,65,85,65,85,60,450,,,
1024,1024.1,Terapagos,Terastal Form,Alternate,Legendary,Normal,,1,0.3,35.3,16,177.8,9,95,95,110,105,110,85,600,,,
1024,1024.2,Terapagos,Stellar Form,Alternate,Legendary,Normal,,5.583,1.7,169.8,77,26.6,9,160,105,110,130,110,85,700,,,
1025,1025,Pecharunt,,,Mythical,Poison,Ghost,1,0.3,0.7,0.3,3.3,9,88,88,160,88,88,88,600,,,
